生产ID,西医病名,西医病名key,中医二级病名/症状锚点,阶段/状态轴,证型,证型证素,症状/入选条件,排除条件,方剂,方剂组成,加减,病理/证机概要,现代病理提示,trace_id,review_status
PROD_000187,中耳胆脂瘤**,zhong_er_dan_zhi_liu,中耳胆脂瘤**,common_phase,湿热蕴耳,湿热蕴结,脓无臭或有臭；鼓膜潮红或暗红；耳内间歇性或持续流脓；舌质红；脉濡数,或耳脓清稀如水；耳内流脓白黏；倦怠乏力；耳内流脓；流脓不畅,萆薢胜湿汤,[待补充],+苔黄脓多：蒲公英20g；+其他：夏枯草12g；+口苦：黄芩6g；+其他：黄连6g,湿热蕴结,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_213-01-01,原始库直入；结构抽样复核
PROD_000188,中耳胆脂瘤**,zhong_er_dan_zhi_liu,中耳胆脂瘤**,common_phase,虚火炎耳,[待补充],耳内流脓；流脓不畅；神疲；舌淡红；脉细弱,脓无臭或有臭；鼓膜潮红或暗红；耳内间歇性或持续流脓；或耳脓清稀如水；耳内流脓白黏,知柏地黄汤,知母9g；熟地20g；黄柏6g；山茱萸6g；山药12g；牡丹9g；茯苓15g；泽泻12g；熟地黄24g；牡丹皮9g,+偏阳虚：肉桂9g；+其他：制附片6g（先煎半小时）；+瘀血：穿山甲3g（或猪蹄甲20g）；+其他：皂角刺9g；+其他：桃仁6g 红花6g 赤芍12g 乳香6g 没药6g 金银花12g 白芷9g 桔梗6g,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_213-01-03,原始库直入；结构抽样复核
PROD_000189,中间葡萄膜炎 (Intermediate Uveitis),zhong_jian_pu_tao_mo_yan_intermediate_uveitis,中间葡萄膜炎 (Intermediate Uveitis),common_phase,痰浊上泛,[待补充],或兼有头晕胸闷；视物昏朦；眼前似有蚊蝇或云雾样黑影飘浮；舌苔白腻或黄腻；脉弦滑,腰膝酸软；眼前似有黑花飞舞；视物模糊,温胆汤,法半夏12g；陈皮9g；茯苓15g；甘草6g；枳实9g；竹茹10g,+热邪偏重者：黄芩6g；+其他：黄连9g；+湿邪偏重者：猪苓10g；+其他：泽泻10g,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_542-01-01,原始库直入；结构抽样复核
PROD_000190,中间葡萄膜炎 (Intermediate Uveitis),zhong_jian_pu_tao_mo_yan_intermediate_uveitis,中间葡萄膜炎 (Intermediate Uveitis),common_phase,肝肾阴虚,阴液亏虚/虚热内生,腰膝酸软；眼前似有黑花飞舞；视物模糊；舌红苔少；脉弦细,或兼有头晕胸闷；视物昏朦；眼前似有蚊蝇或云雾样黑影飘浮,明目地黄丸,熟地黄20g；生地黄15g；山茱萸10g；山药15g；泽泻10g；茯苓15g；牡丹皮9g；柴胡9g；当归15g；五味子6g,+虚热偏重者：知母12g；+其他：黄柏9g；+兼瘀滞者：茺蔚子12g；+其他：丹参9g,阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_542-01-02,原始库直入；结构抽样复核
PROD_000191,丹毒,dan_du,待挂载中医二级病名,acute_phase,[待标注],[待补充],,神昏抽搐；传染病公共卫生；外伤/破损,五神汤合萆薛渗湿汤,[待补充],"+方药：五神汤合萆薛渗湿汤加减,常用草廨、薏苡仁、黄柏、丹皮、泽泻、滑石、通草、茯 苓、车前子、金银花、牛膝、紫花地丁等。",[待补充],需结合M1诊断、严重度和红旗信号判断,JZ_fx_00107,需人工审核
PROD_000192,丹毒,dan_du,待挂载中医二级病名,acute_phase,[待标注],[待补充],,神昏抽搐；传染病公共卫生；外伤/破损,普济消毒饮,[待补充],"+方药：普济消毒饮加减,常用黄芩、黄连、陈皮、甘草、玄参、柴胡、桔梗、连翘、板蓝 根、马勃、牛蒡子、薄荷、僵蚕、升麻等。",[待补充],需结合M1诊断、严重度和红旗信号判断,JZ_fx_00106,需人工审核
PROD_000193,丹毒,dan_du,待挂载中医二级病名,acute_phase,[待标注],[待补充],,神昏抽搐；传染病公共卫生；外伤/破损,犀角地黄汤合黄连解毒汤,[待补充],"+方药：犀角地黄汤合黄连解毒汤加减,常用水牛角、生地黄、芍药、牡丹皮、黄连、黄芩、 山栀等。",[待补充],需结合M1诊断、严重度和红旗信号判断,JZ_fx_00108,需人工审核
PROD_000194,丹毒,dan_du,待挂载中医二级病名,acute_phase,[待标注],风热犯表/肺卫不宣；瘀血阻滞；热毒/疫毒/火毒,天后消退；皮色由鲜红转暗红或棕黄色；最后脱屑而愈；病情严重者；红肿处可伴发瘀点；紫 斑；或大小不等的水疱；偶有化脓或皮肤坏死；亦有一边消退；一边发展；连续不断；缠绵数周 者；发于小腿者；愈后容易复发；常因反复发作；皮肤粗糙增厚；下肢肿胀而形成象皮腿；新生 儿丹毒常游走不定；多有皮肤坏死；全身症状严重；本病由四肢或头面走向胸腹者；为逆证；新 生儿及年老体弱者；火毒炽盛；易致毒邪内陷；见壮热烦躁；神昏谵语；恶心呕吐等全身症状；甚至危及生命；（二） 证候诊断 1.风热毒蕴,神昏抽搐；传染病公共卫生；外伤/破损,丹毒是以患部突然皮肤炊红成片；色如脂涂丹；称内发丹；称抱头火丹；称赤游丹；而发丹；而成丹；新生儿丹；继则局部见小片；迅速蔓延成大片,[待补充],,风热犯表/肺卫不宣；瘀血阻滞；热毒/疫毒/火毒,消化道动力、炎症、黏膜屏障或菌群相关,JZ_disease_0020,需人工审核
PROD_000195,乙型肝炎 (Hepatitis B),yi_xing_gan_yan_hepatitis_b,乙型肝炎 (Hepatitis B),common_phase,瘀血阻络,瘀血阻滞,两胁刺痛；口干不欲饮；①两胁刺痛；舌质紫暗或有瘀斑瘀点；脉沉细涩,胁肋胀痛；①胁肋胀痛；大便粘滞秽臭；②腹胀便溏；畏寒肢冷,膈下逐瘀汤,当归15g；川芎9g；赤芍12g；丹皮9g；桃仁9g；红花9g；醋五灵脂9g（包煎）；乌药9g；香附9g；枳壳10g,+胁肋部满闷不适严重：柴胡12g；+其他：郁金9g；+夜间胁痛加重：川楝子6g；+肝肾阴虚：生地15g；+其他：玄参9g；+腰膝酸软：巴戟天12g；+其他：生地20g,瘀血阻滞,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_420-01-03,原始库直入；结构抽样复核
PROD_000196,乙型肝炎 (Hepatitis B),yi_xing_gan_yan_hepatitis_b,乙型肝炎 (Hepatitis B),common_phase,肝肾阴虚,阴液亏虚/虚热内生,胁肋隐痛；口燥咽干；或五心烦热；舌红或有裂纹；脉细数,胁肋胀痛；①胁肋胀痛；大便粘滞秽臭；②腹胀便溏；两胁刺痛,一贯煎（加味）,生地黄30g；北沙参15g；麦冬15g；当归12g；枸杞子15g；川楝子6g；郁金12g；延胡索12g；五味子3g,+胁痛明显：徐长卿15g；+其他：延胡索9g；+ 阴虚口渴：石斛12g；+疲倦、低热：青蒿12g（后下）；+其他：地骨皮15g,阴液亏虚/虚热内生,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_420-01-05,原始库直入；结构抽样复核
PROD_000197,乙型肝炎 (Hepatitis B),yi_xing_gan_yan_hepatitis_b,乙型肝炎 (Hepatitis B),common_phase,肝胆湿热,湿热蕴结,胁肋胀痛；①胁肋胀痛；大便粘滞秽臭；舌苔黄腻；脉弦,②腹胀便溏；两胁刺痛；口干不欲饮；①两胁刺痛；畏寒肢冷,甘露消毒丹,滑石20g（包煎）；茵陈18g；黄芩15g；连翘12g；浙贝母15g；射干9g；通草6g；石菖蒲9g；白花蛇舌草15g,"+湿重于热,舌苔厚腻,脉濡或缓者,：法半夏12g；+其他：竹叶12g；+其他：厚朴12g；+热重,口苦口干,舌质红,苔黄,大便秘结,脉数者：生大黄9g；+其他：栀子6g；+其他：虎杖12g；+皮肤瘙痒：白鲜皮12g；+瘀热重,舌质红绛、有瘀点瘀斑者：赤芍20g；+其他：丹参15g；+其他：丹皮12g 虎杖9g 生大黄6g（后下） 三七粉3g（冲服）；+兼有阴血不足,舌淡红,苔少：麦冬15g；+其他：女贞子12g；+其他：枸杞子12g 当归15g",湿热蕴结,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_420-01-01,原始库直入；结构抽样复核
PROD_000198,乙型肝炎 (Hepatitis B),yi_xing_gan_yan_hepatitis_b,乙型肝炎 (Hepatitis B),common_phase,肝郁脾虚,肝失疏泄；脾失健运,胁肋胀痛；①胁肋胀痛；②腹胀便溏；舌质淡有齿痕；脉沉弦,大便粘滞秽臭；两胁刺痛；口干不欲饮；①两胁刺痛；畏寒肢冷,逍遥散（加味）,柴胡9g；当归12g；白芍18g；炒白术15g；茯苓15g；党参12g；黄芪30g；厚朴9g；枳壳10g；陈皮9g,+胁痛明显：延胡索12g；+自汗出、气短：浮小麦30g；+抑郁明显：合欢花12g；+纳呆明显：焦山楂12g；+其他：神曲15g,肝失疏泄；脾失健运,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_420-01-02,原始库直入；结构抽样复核
PROD_000199,乙型肝炎 (Hepatitis B),yi_xing_gan_yan_hepatitis_b,乙型肝炎 (Hepatitis B),common_phase,脾肾阳虚,阳气不足/温煦失司,畏寒肢冷；②畏寒肢冷；胁肋隐痛；舌质暗淡；脉沉细无力,胁肋胀痛；①胁肋胀痛；大便粘滞秽臭；②腹胀便溏；两胁刺痛,附子理中汤合金匮肾气丸,党参15g；炒白术12g；干姜10g；炙甘草6g；制附片10g（先煎60分钟）；桂枝9g；熟地黄20g,+小便不利：车前子15g（包煎）；+ 腹胀：大腹皮12g；+其他：木香6g；+夜尿频：补骨脂12g,阳气不足/温煦失司,感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_420-01-04,原始库直入；结构抽样复核
PROD_000200,乙状窦血栓性静脉炎**,yi_zhuang_dou_xie_shuan_xing_jing_mai_yan,乙状窦血栓性静脉炎**,acute_phase,气营两燔,[待补充],身热夜甚；耳内流脓臭秽；突然脓液减少；舌质红绛；脉细数,,清营汤...,[待补充],,[待补充],感染/炎症反应；需结合严重度与红旗信号判断,ORIG_ORAL_217-01-01,原始库直入；结构抽样复核
PROD_000201,乳头溢血**,ru_tou_yi_xie,乳头溢血**,common_phase,肝火旺,肝火上扰,咽干口苦；伴心烦易怒；舌质红；脉弦数,,丹栀逍遥散,牡丹皮15g；栀子9g；柴胡12g；当归15g；白芍20g；茯苓12g；白术12g；生甘草6g；煨姜6g；薄荷6g,,肝火上扰,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_185-01-01,原始库直入；结构抽样复核
PROD_000202,乳头溢血**,ru_tou_yi_xie,乳头溢血**,chronic_phase,脾气虚,气虚失固/推动无力,自汗乏力；伴面色萎黄；神疲气短；舌质淡；脉濡细,,归脾汤,白术12g；党参10g；黄芪15g；当归12g；生甘草5g；茯神15g；远志10g；酸枣仁6g；大枣3g；人参6g,,气虚失固/推动无力,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_185-02-01,原始库直入；结构抽样复核
PROD_000203,乳房异常发育症**,ru_fang_yi_chang_fa_yu_zheng,乳房异常发育症**,common_phase,肝气郁结,[待补充],乳房肿块疼痛；胸胁牵痛；触痛明显；舌红；脉弦,面色无华；倦怠乏力；腰腿酸软；五心烦热；则见头目眩晕,逍遥蒌贝散化裁,北柴胡6g；酒当归12g；炒白芍15g；炒白术9g；炙甘草6g；薄荷3g（后下）,+乳房结块、胀痛明显：夏枯草15g；+其他：制香附9g；+烦躁易怒：黄芩9g；+其他：丹皮12g；+其他：栀子9g,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_188-01-01,原始库直入；结构抽样复核
PROD_000204,乳房异常发育症**,ru_fang_yi_chang_fa_yu_zheng,乳房异常发育症**,common_phase,肾阳虚,阳气不足/温煦失司,面色无华；倦怠乏力；腰腿酸软；舌淡苔白；脉沉弱,乳房肿块疼痛；胸胁牵痛；触痛明显；五心烦热；则见头目眩晕,右归丸化裁（配小金丹同服）,熟地黄21g；山茱萸12g；山药15g；菟丝子15g；鹿角片9g（先煎）,+乳房结块、畏寒肢冷：海藻12g；+其他：昆布12g；+神疲乏力：黄芪20g；+其他：白术12g；+其他：茯苓15g,阳气不足/温煦失司,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_188-01-02,原始库直入；结构抽样复核
PROD_000205,乳房异常发育症**,ru_fang_yi_chang_fa_yu_zheng,乳房异常发育症**,common_phase,肾阴虚,阴液亏虚/虚热内生,五心烦热；则见头目眩晕；眠少梦多；舌红苔少；脉弦细,乳房肿块疼痛；胸胁牵痛；触痛明显；面色无华；倦怠乏力,左归丸化裁（配小金丹同服）,熟地黄21g；山药15g；山茱萸12g；枸杞子12g；菟丝子15g,+五心烦热明显：地骨皮12g；+乳房结块、潮热盗汗：夏枯草15g；+其他：浙贝母9g；+心烦难寐：知母6g；+其他：黄柏9g；+其他：百合20g 夜交藤12g,阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_188-01-03,原始库直入；结构抽样复核
PROD_000206,乳房结核**,ru_fang_jie_he,乳房结核**,chronic_phase,正虚邪恋,[待补充],神疲乏力；多见于化脓或溃后阶段；皮色暗红；舌淡；脉虚无力,,托里消毒散化裁,白芍3g；生黄芪21g；炒白术12g；白芷9g；皂角刺15g；川芎9g,+红肿明显：金银花15g；+其他：连翘12g；+窦道久不愈：紫花地丁15g；+溃后脓稀、日久不敛：白及9g；+其他：紫草9g；+纳呆：清半夏12g；+其他：陈皮9g,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_186-02-01,原始库直入；结构抽样复核
PROD_000207,乳房结核**,ru_fang_jie_he,乳房结核**,common_phase,气滞痰凝,[待补充],不红不热；胸闷胁胀；乳房肿块形如梅李；苔薄腻；脉弦滑,干咳痰红；伴潮热颧红；溃后脓出稀薄,开郁散合消瘰丸化裁,酒当归15g；生地黄15g；北柴胡12g；清半夏9g,+情志抑郁：佛手10g；+结核成块、质地坚韧：玄参15g；+其他：猫爪草15g；+疼痛明显：川楝子6g；+其他：栀子12g；+结块肿硬：百部12g；+其他：黄芩9g；+其他：瓜蒌30g 生牡蛎15g,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_186-01-01,原始库直入；结构抽样复核
PROD_000208,乳房结核**,ru_fang_jie_he,乳房结核**,common_phase,阴虚痰热,痰热互结；阴液亏虚/虚热内生,干咳痰红；伴潮热颧红；溃后脓出稀薄；舌质红；脉细数,不红不热；胸闷胁胀；乳房肿块形如梅李；苔薄腻,六味地黄汤合清骨散,生地黄20g；熟地黄15g；山茱萸12g（酒炙）；山药15g（炒）；茯苓12g；泽泻10g,+干咳少痰、或痰中带血：百合12g；+其他：川贝母6g（研末冲服）；+盗汗：牡蛎炭20g；+干咳：桔梗6g；+其他：生甘草6g；+其他：玄参15g,痰热互结；阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_186-01-02,原始库直入；结构抽样复核
PROD_000209,乳腺增生症**,ru_xian_zeng_sheng_zheng,乳腺增生症**,common_phase,冲任失调,[待补充],腰酸乏力；神疲倦怠；乳房肿块月经前加重；舌淡；脉沉细,胸闷胁胀；乳房肿块；胀痛或刺痛；苔薄黄,二仙汤合四物汤化裁,淫羊藿12g；仙茅9g；巴戟天6g；盐知母12g；盐黄柏6g；当归15g,"+神疲倦怠：黄芪15g；+肿块较硬：生牡蛎15g（先煎）；+其他：海藻12g；+其他：醋莪术15g；+情绪焦虑睡眠差：合欢花12g；+月经后期、量少色淡：龟甲12g（先煎）；+其他：鹿角胶9g（烊化）；+乳头溢液：白花蛇舌草15g；+其他：酒黄芩6g；+其他：蒲公英10g；+月经不调,腰膝酸软：盐菟丝子10g；+其他：酒女贞子15g；+其他：益母草15g",[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_187-01-02,原始库直入；结构抽样复核
PROD_000210,乳腺增生症**,ru_xian_zeng_sheng_zheng,乳腺增生症**,common_phase,肝郁痰凝,肝失疏泄,胸闷胁胀；乳房肿块；胀痛或刺痛；苔薄黄；脉弦滑,腰酸乏力；神疲倦怠；乳房肿块月经前加重,逍遥蒌贝散,北柴胡6g；酒当归12g；炒白芍15g；炒白术9g；生茯苓15g；瓜蒌仁15g（打碎）,+乳房胀痛明显：醋延胡索9g；+其他：川楝子10g；+其他：八月札15g；+情志抑郁、胸闷明显：玫瑰花12g（后下）；+经前乳房胀满伴便秘：炒决明子15g；+失眠多梦：夜交藤15g；+结节感明显、经络不通：王不留行9g；+其他：橘核9g；+心烦易怒：炒栀子12g；+其他：牡丹皮12g；+其他：酒黄芩6g,肝失疏泄,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_187-01-01,原始库直入；结构抽样复核
PROD_000211,乳腺癌**,ru_xian_yan,乳腺癌**,common_phase,冲任失调,[待补充],素有经前期乳房胀痛；乳房结块坚硬；经期紊乱；舌淡；脉弦细,胸闷胁胀；乳房部肿块皮色不变；或伴经前乳房作胀或少腹作胀；苔薄；面色晦暗或苍白,二仙汤合开郁散化裁,仙茅9g；仙灵脾15g；知母12g；黄柏9g；白术12g；茯苓15g,+月经紊乱：当归12g；+其他：丹参9g；+其他：香附6g 郁金12g；+乳头溢液：白花蛇舌草15g；+其他：黄芩6g；+其他：蒲公英10g；+腰膝酸软：杜仲10g；+经期紊乱、腰酸乏力：菟丝子12g；+其他：女贞子12g；+肿块坚硬：莪术12g；+其他：石见穿15g；+其他：蜂房6g 半枝莲15g,[待补充],肿瘤性病变；现代诊断与分期优先,ORIG_ORAL_190-01-02,原始库直入；结构抽样复核
